feedback_id,customer_id,feedback_date,channel,rating,feedback_text
1472,10400,2023-01-25,Email,3,awesome app easy to use
1473,11817,2023-01-28,Support Ticket,1,login issue cant access account
1474,10249,2023-04-23,Support Ticket,1,awesome app easy to use
1475,10390,2023-02-14,Email,5,price increased suddenly not fair
1476,10334,2023-03-09,App Review,3,app slow and buggy sometimes
1477,10628,2023-01-07,App Review,3,checkout page not loading
1478,10136,2023-02-18,Support Ticket,1,bad experience refund still not received
1479,12930,2023-05-17,Email,3,awesome app easy to use
1480,12735,2023-06-13,Email,4,payment deducted but order failed
1481,11521,2023-03-24,Email,4,love the app but payment failed twice
1482,10826,2023-05-09,Email,4,awesome app easy to use
1483,10726,2023-05-18,Support Ticket,1,love the app but payment failed twice
1484,11500,2023-06-13,App Review,2,awesome app easy to use
1485,12641,2023-03-14,Email,5,too many ads now hate it
1486,10989,2023-02-15,Support Ticket,5,App crashes again after update
1487,12419,2023-04-16,App Review,1,refund pending from last week
1488,10934,2023-06-09,Email,3,customer service is terrible
1489,10401,2023-02-01,App Review,1,App crashes again after update
1490,11466,2023-01-06,Support Ticket,1,order got cancelled automatically
1491,10614,2023-06-25,App Review,2,price increased suddenly not fair
1492,11296,2023-06-15,Email,1,checkout page not loading
1493,11182,2023-05-25,App Review,4,customer service is terrible
1494,12667,2023-03-15,Email,3,too many ads now hate it
1495,12235,2023-04-24,App Review,1,app slow and buggy sometimes
1496,11121,2023-01-27,App Review,1,app slow and buggy sometimes
1497,10130,2023-02-23,App Review,5,great service very happy
1498,12852,2023-06-27,Support Ticket,1,very smooth experience no issues
1499,11194,2023-06-12,App Review,4,frustrating experience will uninstall
1500,12983,2023-03-26,App Review,2,order got cancelled automatically
1501,10182,2023-05-07,Email,4,refund pending from last week
1502,10363,2023-06-02,Email,2,refund pending from last week
1503,10038,2023-06-05,Support Ticket,1,love the app but payment failed twice
1504,12544,2023-04-21,App Review,1,very smooth experience no issues
1505,11372,2023-01-15,Email,1,frustrating experience will uninstall
1506,10920,2023-05-12,App Review,3,checkout page not loading
1507,12769,2023-04-03,App Review,4,very smooth experience no issues
1508,10015,2023-05-03,Email,2,delivery was late and support not helpful
1509,10492,2023-03-14,Email,1,delivery was late and support not helpful
1510,11449,2023-06-04,Email,3,order got cancelled automatically
1511,11131,2023-06-03,App Review,4,app slow and buggy sometimes
1512,12941,2023-05-27,App Review,5,checkout page not loading
1513,10310,2023-04-02,App Review,4,everything works fine
1514,10738,2023-01-17,Support Ticket,3,App crashes again after update
1515,10545,2023-02-12,App Review,4,bad experience refund still not received
1516,12461,2023-05-01,App Review,5,bad experience refund still not received
1517,10250,2023-02-10,App Review,5,delivery was late and support not helpful
1518,10758,2023-06-19,Email,2,everything works fine
1519,11804,2023-06-27,App Review,1,very smooth experience no issues
1520,11297,2023-06-17,Support Ticket,2,app slow and buggy sometimes
1521,11631,2023-02-08,App Review,3,cant track my order properly
1522,11914,2023-04-23,Support Ticket,4,frustrating experience will uninstall
1523,10813,2023-05-31,App Review,3,awesome app easy to use
1524,10028,2023-04-21,Email,1,love the app but payment failed twice
1525,10957,2023-06-29,Support Ticket,4,frustrating experience will uninstall
1526,12032,2023-02-16,App Review,5,cant track my order properly
1527,10476,2023-03-04,Support Ticket,2,price increased suddenly not fair
1528,10317,2023-04-20,App Review,4,login issue cant access account
1529,10244,2023-03-10,Support Ticket,3,price increased suddenly not fair
1530,10747,2023-02-12,Email,5,checkout page not loading
1531,10696,2023-06-25,App Review,5,support team resolved issue quickly
1532,10271,2023-02-03,App Review,3,too many ads now hate it
1533,11771,2023-02-09,App Review,4,bad experience refund still not received
1534,11262,2023-03-02,App Review,5,awesome app easy to use
1535,12424,2023-06-27,App Review,3,great service very happy
1536,10265,2023-03-03,App Review,2,great service very happy
1537,12973,2023-02-27,App Review,5,login issue cant access account
1538,10920,2023-06-10,Email,1,support team resolved issue quickly
1539,10339,2023-03-16,App Review,2,login issue cant access account
1540,10388,2023-01-16,App Review,5,support team resolved issue quickly
1541,12624,2023-03-23,Email,4,frustrating experience will uninstall
1542,12050,2023-04-04,App Review,3,app slow and buggy sometimes
1543,11165,2023-02-17,App Review,1,bad experience refund still not received
1544,10375,2023-05-18,App Review,2,too many ads now hate it
1545,12033,2023-03-23,Support Ticket,2,refund pending from last week
1546,12371,2023-02-07,Support Ticket,1,support team resolved issue quickly
1547,10145,2023-05-07,App Review,4,App crashes again after update
1548,11981,2023-01-19,Email,2,order got cancelled automatically
1549,10292,2023-06-13,Email,3,cant track my order properly
1550,10431,2023-03-04,Email,2,login issue cant access account
1551,10704,2023-03-18,Email,5,support team resolved issue quickly
1552,12996,2023-06-23,Email,2,payment deducted but order failed
1553,11998,2023-05-11,App Review,1,love the app but payment failed twice
1554,12632,2023-04-12,App Review,1,very smooth experience no issues
1555,10398,2023-03-06,App Review,4,love the app but payment failed twice
1556,12864,2023-04-30,Support Ticket,4,awesome app easy to use
1557,10963,2023-04-01,Email,3,app slow and buggy sometimes
1558,12234,2023-01-08,Support Ticket,3,App crashes again after update
1559,12041,2023-06-28,Support Ticket,1,refund pending from last week
1560,11828,2023-03-14,App Review,3,frustrating experience will uninstall
1561,12108,2023-05-14,Email,3,too many ads now hate it
1562,10938,2023-04-17,Email,1,delivery was late and support not helpful
1563,10709,2023-03-30,Support Ticket,1,price increased suddenly not fair
1564,10806,2023-02-08,Support Ticket,1,App crashes again after update
1565,11463,2023-04-23,Email,1,bad experience refund still not received
1566,11325,2023-01-28,App Review,4,bad experience refund still not received
1567,10010,2023-04-07,Email,1,great service very happy
1568,11085,2023-02-06,App Review,2,frustrating experience will uninstall
1569,11868,2023-05-17,Email,1,support team resolved issue quickly
1570,12273,2023-03-23,Support Ticket,5,cant track my order properly
1571,12611,2023-02-25,App Review,5,checkout page not loading
1572,10771,2023-03-26,Email,1,order got cancelled automatically
1573,11594,2023-01-02,App Review,2,App crashes again after update
1574,11607,2023-02-27,App Review,1,awesome app easy to use
1575,11333,2023-04-17,App Review,3,delivery was late and support not helpful
1576,10884,2023-05-03,Email,1,customer service is terrible
1577,11389,2023-06-17,Support Ticket,4,frustrating experience will uninstall
1578,10225,2023-06-13,Support Ticket,3,great service very happy
1579,10824,2023-04-24,App Review,5,everything works fine
1580,12265,2023-04-17,Support Ticket,1,great service very happy
1581,10936,2023-02-06,Email,5,delivery was late and support not helpful
1582,12800,2023-03-20,App Review,5,login issue cant access account
1583,12553,2023-04-02,App Review,1,love the app but payment failed twice
1584,12306,2023-01-18,App Review,2,order got cancelled automatically
1585,11911,2023-04-08,Support Ticket,1,love the app but payment failed twice
1586,11796,2023-03-04,Email,2,cant track my order properly
1587,10053,2023-05-30,Email,2,login issue cant access account
1588,10726,2023-05-19,App Review,4,love the app but payment failed twice
1589,12736,2023-01-04,Email,3,awesome app easy to use
1590,11544,2023-05-15,App Review,5,checkout page not loading
1591,11043,2023-03-02,App Review,1,app slow and buggy sometimes
1592,11913,2023-04-17,Email,5,login issue cant access account
1593,11776,2023-02-23,App Review,1,support team resolved issue quickly
1594,11596,2023-03-29,Support Ticket,5,great service very happy
1595,11914,2023-03-09,App Review,2,frustrating experience will uninstall
1596,12466,2023-05-09,Email,1,price increased suddenly not fair
1597,12737,2023-02-24,App Review,5,refund pending from last week
1598,10849,2023-01-03,Email,2,bad experience refund still not received
1599,12109,2023-06-15,App Review,4,frustrating experience will uninstall
1600,12263,2023-05-01,App Review,4,refund pending from last week
1601,10002,2023-05-09,Support Ticket,3,very smooth experience no issues
1602,10159,2023-04-12,App Review,3,delivery was late and support not helpful
1603,10780,2023-02-07,Support Ticket,4,cant track my order properly
1604,10892,2023-03-26,Support Ticket,1,App crashes again after update
1605,12030,2023-06-06,App Review,4,frustrating experience will uninstall
1606,12376,2023-05-13,App Review,5,login issue cant access account
1607,10579,2023-04-02,Email,1,support team resolved issue quickly
1608,11933,2023-01-21,Support Ticket,1,order got cancelled automatically
1609,11380,2023-04-19,Support Ticket,4,cant track my order properly
1610,11290,2023-02-16,Email,3,app slow and buggy sometimes
1611,11640,2023-03-25,Email,3,customer service is terrible
1612,10951,2023-03-24,App Review,1,too many ads now hate it
1613,12682,2023-02-04,Support Ticket,3,customer service is terrible
1614,10987,2023-03-10,Support Ticket,1,payment deducted but order failed
1615,11218,2023-05-09,App Review,3,frustrating experience will uninstall
1616,10920,2023-05-20,App Review,5,love the app but payment failed twice
1617,12785,2023-01-27,App Review,2,support team resolved issue quickly
1618,11355,2023-02-25,App Review,3,awesome app easy to use
1619,10169,2023-01-23,Support Ticket,5,cant track my order properly
1620,10520,2023-06-02,App Review,4,app slow and buggy sometimes
1621,11486,2023-01-21,App Review,5,frustrating experience will uninstall
1622,10039,2023-03-02,App Review,3,cant track my order properly
1623,11560,2023-03-04,Support Ticket,5,order got cancelled automatically
1624,11418,2023-05-02,Email,1,login issue cant access account
1625,10954,2023-02-21,App Review,1,too many ads now hate it
1626,10983,2023-03-29,App Review,1,cant track my order properly
1627,10974,2023-06-02,Support Ticket,3,order got cancelled automatically
1628,10037,2023-02-24,Support Ticket,5,awesome app easy to use
1629,12375,2023-02-15,App Review,2,bad experience refund still not received
1630,11274,2023-02-01,App Review,4,awesome app easy to use
1631,11199,2023-02-24,App Review,4,refund pending from last week
1632,11625,2023-04-06,App Review,4,payment deducted but order failed
1633,10913,2023-05-13,Email,2,bad experience refund still not received
1634,10453,2023-02-05,Support Ticket,4,love the app but payment failed twice
1635,10036,2023-04-20,App Review,2,delivery was late and support not helpful
1636,11711,2023-06-26,Support Ticket,1,frustrating experience will uninstall
1637,10795,2023-04-16,App Review,5,app slow and buggy sometimes
1638,10972,2023-02-27,Email,1,cant track my order properly
1639,10592,2023-02-08,Email,1,frustrating experience will uninstall
1640,11137,2023-03-21,App Review,5,checkout page not loading
1641,11324,2023-04-07,App Review,2,customer service is terrible
1642,12271,2023-04-23,Email,4,payment deducted but order failed
1643,10317,2023-03-02,App Review,2,app slow and buggy sometimes
1644,12396,2023-05-17,App Review,2,support team resolved issue quickly
1645,12162,2023-01-06,Email,2,very smooth experience no issues
1646,12745,2023-04-19,Support Ticket,2,everything works fine
1647,11346,2023-02-04,App Review,3,App crashes again after update
1648,11591,2023-02-08,Support Ticket,4,checkout page not loading
1649,11889,2023-05-30,App Review,3,refund pending from last week
1650,12087,2023-06-18,Email,5,App crashes again after update
1651,11996,2023-04-28,Email,1,order got cancelled automatically
1652,11772,2023-01-05,Support Ticket,3,payment deducted but order failed
1653,11312,2023-06-19,App Review,4,frustrating experience will uninstall
1654,11285,2023-03-28,Email,5,awesome app easy to use
1655,10215,2023-03-17,Email,1,bad experience refund still not received
1656,12383,2023-06-07,App Review,4,awesome app easy to use
1657,12139,2023-02-26,App Review,5,refund pending from last week
1658,12400,2023-05-07,App Review,1,App crashes again after update
1659,12618,2023-01-29,App Review,5,support team resolved issue quickly
1660,12863,2023-06-14,Support Ticket,1,login issue cant access account
1661,11704,2023-03-28,App Review,4,payment deducted but order failed
1662,12828,2023-05-21,App Review,5,delivery was late and support not helpful
1663,10362,2023-06-09,Email,4,delivery was late and support not helpful
1664,12604,2023-02-15,App Review,3,too many ads now hate it
1665,11716,2023-04-26,Email,1,everything works fine
1666,11193,2023-04-22,App Review,5,frustrating experience will uninstall
1667,10355,2023-05-31,Support Ticket,3,refund pending from last week
1668,10190,2023-02-14,Support Ticket,1,love the app but payment failed twice
1669,12469,2023-05-25,Support Ticket,4,login issue cant access account
1670,10699,2023-04-14,App Review,3,login issue cant access account
1671,12054,2023-03-26,Email,1,bad experience refund still not received
1672,12180,2023-05-14,App Review,1,great service very happy
1673,10556,2023-04-18,App Review,1,order got cancelled automatically
1674,10825,2023-01-18,App Review,4,bad experience refund still not received
1675,12808,2023-04-04,Email,4,cant track my order properly
1676,11054,2023-05-30,App Review,3,customer service is terrible
1677,12582,2023-02-02,Email,5,customer service is terrible
1678,10425,2023-06-07,App Review,5,delivery was late and support not helpful
1679,12719,2023-05-06,App Review,4,checkout page not loading
1680,12410,2023-06-09,Email,1,App crashes again after update
1681,11574,2023-06-19,App Review,4,checkout page not loading
1682,12129,2023-05-02,Email,3,price increased suddenly not fair
1683,12403,2023-05-18,App Review,4,payment deducted but order failed
1684,10588,2023-04-25,Support Ticket,4,awesome app easy to use
1685,12012,2023-06-13,Email,2,customer service is terrible
1686,11547,2023-06-11,App Review,5,order got cancelled automatically
1687,10294,2023-01-28,App Review,1,order got cancelled automatically
1688,11985,2023-01-11,Email,4,very smooth experience no issues
1689,11247,2023-06-16,Support Ticket,1,app slow and buggy sometimes
1690,11548,2023-02-16,App Review,5,frustrating experience will uninstall
1691,11690,2023-05-07,App Review,1,too many ads now hate it
1692,11136,2023-05-27,Support Ticket,1,price increased suddenly not fair
1693,11256,2023-04-28,Email,2,cant track my order properly
1694,12064,2023-05-23,App Review,2,delivery was late and support not helpful
1695,10359,2023-05-06,App Review,1,everything works fine
1696,12913,2023-06-05,App Review,4,app slow and buggy sometimes
1697,10699,2023-06-01,Email,3,bad experience refund still not received
1698,10447,2023-03-13,App Review,1,very smooth experience no issues
1699,12903,2023-04-17,Support Ticket,2,checkout page not loading
1700,12412,2023-05-17,App Review,5,login issue cant access account
1701,10674,2023-06-24,App Review,4,frustrating experience will uninstall
1702,11007,2023-02-02,Email,4,bad experience refund still not received
1703,11349,2023-01-19,Support Ticket,4,login issue cant access account
1704,12514,2023-03-15,Support Ticket,2,app slow and buggy sometimes
1705,12461,2023-06-17,App Review,1,awesome app easy to use
1706,10585,2023-06-24,Email,2,very smooth experience no issues
1707,11256,2023-06-06,Email,5,App crashes again after update
1708,11247,2023-06-27,App Review,5,frustrating experience will uninstall
1709,10993,2023-04-08,App Review,3,checkout page not loading
1710,11435,2023-05-21,App Review,1,customer service is terrible
1711,10571,2023-05-09,App Review,1,great service very happy
1712,12382,2023-06-11,Support Ticket,2,everything works fine
1713,11245,2023-04-03,App Review,4,bad experience refund still not received
1714,12084,2023-06-25,Support Ticket,1,too many ads now hate it
1715,10988,2023-02-17,Email,5,order got cancelled automatically
1716,10277,2023-06-26,Email,2,login issue cant access account
1717,11219,2023-03-05,Email,5,login issue cant access account
1718,12963,2023-03-02,App Review,5,support team resolved issue quickly
1719,11887,2023-06-06,App Review,5,cant track my order properly
1720,10483,2023-02-08,App Review,4,frustrating experience will uninstall
1721,11265,2023-05-08,Email,4,refund pending from last week
1722,10730,2023-03-29,App Review,4,customer service is terrible
1723,12239,2023-01-26,Email,4,support team resolved issue quickly
1724,11040,2023-01-17,App Review,4,awesome app easy to use
1725,12571,2023-03-12,App Review,5,great service very happy
1726,10917,2023-01-13,App Review,4,checkout page not loading
1727,12448,2023-03-10,Support Ticket,5,frustrating experience will uninstall
1728,10885,2023-01-26,Email,5,price increased suddenly not fair
1729,12752,2023-02-18,App Review,1,awesome app easy to use
1730,10021,2023-01-07,Email,1,support team resolved issue quickly
1731,10473,2023-02-27,App Review,3,everything works fine
1732,12257,2023-02-18,Support Ticket,3,too many ads now hate it
1733,12353,2023-04-13,Email,5,bad experience refund still not received
1734,10703,2023-02-22,App Review,3,payment deducted but order failed
1735,10686,2023-03-03,Email,4,app slow and buggy sometimes
1736,10284,2023-01-17,App Review,3,love the app but payment failed twice
1737,10715,2023-06-20,Support Ticket,1,App crashes again after update
1738,10762,2023-01-25,App Review,4,very smooth experience no issues
1739,11250,2023-05-11,Email,5,awesome app easy to use
1740,10947,2023-01-29,App Review,1,awesome app easy to use
1741,12428,2023-04-27,Email,4,refund pending from last week
1742,12507,2023-06-09,Email,4,login issue cant access account
1743,11030,2023-01-26,Email,1,order got cancelled automatically
1744,10028,2023-05-04,Email,1,everything works fine
1745,10906,2023-05-24,Support Ticket,5,login issue cant access account
1746,12926,2023-01-25,App Review,2,love the app but payment failed twice
1747,12126,2023-02-23,App Review,1,love the app but payment failed twice
1748,12994,2023-06-05,App Review,1,checkout page not loading
1749,12506,2023-03-14,Support Ticket,4,frustrating experience will uninstall
1750,10569,2023-04-30,App Review,4,refund pending from last week
1751,12006,2023-02-25,Email,4,love the app but payment failed twice
1752,11453,2023-03-06,Email,1,login issue cant access account
1753,10737,2023-04-03,App Review,5,login issue cant access account
1754,10515,2023-03-27,App Review,2,great service very happy
1755,12000,2023-03-21,App Review,2,love the app but payment failed twice
1756,12444,2023-06-18,App Review,3,checkout page not loading
1757,10038,2023-04-18,App Review,2,awesome app easy to use
1758,10886,2023-06-28,App Review,5,frustrating experience will uninstall
1759,12844,2023-04-28,Support Ticket,5,refund pending from last week
1760,12204,2023-06-06,Support Ticket,2,bad experience refund still not received
1761,11098,2023-03-24,App Review,5,price increased suddenly not fair
1762,12931,2023-05-27,App Review,5,cant track my order properly
1763,11823,2023-06-18,App Review,5,price increased suddenly not fair
1764,11710,2023-06-22,Email,1,awesome app easy to use
1765,10973,2023-01-15,Support Ticket,4,order got cancelled automatically
1766,11562,2023-05-11,App Review,2,great service very happy
1767,12896,2023-05-19,App Review,5,frustrating experience will uninstall
1768,12795,2023-06-23,Email,1,bad experience refund still not received
1769,10988,2023-01-30,Email,4,payment deducted but order failed
1770,10020,2023-02-26,App Review,2,checkout page not loading
1771,12350,2023-05-26,Email,2,app slow and buggy sometimes
1772,10868,2023-06-28,App Review,4,order got cancelled automatically
1773,10083,2023-05-08,App Review,5,awesome app easy to use
1774,11682,2023-02-17,Email,4,too many ads now hate it
1775,11976,2023-05-16,Support Ticket,5,customer service is terrible
1776,11410,2023-01-22,App Review,2,awesome app easy to use
1777,11530,2023-01-06,Support Ticket,3,price increased suddenly not fair
1778,10569,2023-04-14,App Review,3,support team resolved issue quickly
1779,10933,2023-02-05,Email,1,payment deducted but order failed
1780,11980,2023-03-20,App Review,4,delivery was late and support not helpful
1781,11855,2023-04-26,Support Ticket,4,cant track my order properly
1782,10792,2023-02-26,Support Ticket,4,bad experience refund still not received
1783,10791,2023-02-18,App Review,4,support team resolved issue quickly
1784,11809,2023-06-22,Support Ticket,4,great service very happy
1785,11294,2023-03-23,Support Ticket,1,everything works fine
1786,12539,2023-03-07,Email,1,love the app but payment failed twice
1787,12255,2023-03-18,App Review,4,love the app but payment failed twice
1788,11607,2023-02-14,Support Ticket,2,too many ads now hate it
1789,11083,2023-03-20,Support Ticket,1,app slow and buggy sometimes
1790,12477,2023-01-20,App Review,3,great service very happy
1791,10984,2023-05-03,Support Ticket,4,love the app but payment failed twice
1792,11680,2023-03-08,App Review,2,login issue cant access account
1793,10519,2023-03-24,App Review,4,checkout page not loading
1794,10590,2023-01-03,Email,4,price increased suddenly not fair
1795,11050,2023-03-05,Email,2,App crashes again after update
1796,11709,2023-02-09,Email,5,bad experience refund still not received
1797,12035,2023-02-28,App Review,4,login issue cant access account
1798,12246,2023-03-03,Support Ticket,4,refund pending from last week
1799,12434,2023-05-12,App Review,4,cant track my order properly
1800,10348,2023-03-01,App Review,1,app slow and buggy sometimes
1801,10959,2023-04-26,App Review,4,checkout page not loading
1802,11963,2023-03-16,Email,2,App crashes again after update
1803,10692,2023-05-02,Support Ticket,5,bad experience refund still not received
1804,11559,2023-04-17,Email,5,customer service is terrible
1805,10377,2023-04-06,Support Ticket,4,customer service is terrible
1806,12946,2023-04-01,App Review,2,checkout page not loading
1807,12963,2023-06-07,Email,1,price increased suddenly not fair
1808,10526,2023-05-10,App Review,2,app slow and buggy sometimes
1809,12781,2023-03-03,App Review,3,customer service is terrible
1810,12253,2023-02-18,App Review,2,payment deducted but order failed
1811,12502,2023-05-17,Email,3,too many ads now hate it
1812,11259,2023-04-02,Email,1,App crashes again after update
1813,11875,2023-06-08,Email,5,very smooth experience no issues
1814,11763,2023-05-04,App Review,1,too many ads now hate it
1815,10520,2023-03-02,App Review,5,cant track my order properly
1816,11701,2023-02-17,Email,5,order got cancelled automatically
1817,11016,2023-06-02,App Review,3,App crashes again after update
1818,12773,2023-06-13,Support Ticket,4,price increased suddenly not fair
1819,11013,2023-05-16,Email,3,price increased suddenly not fair
1820,12548,2023-02-27,App Review,4,payment deducted but order failed
1821,10116,2023-04-11,Support Ticket,2,refund pending from last week
1822,12433,2023-04-22,Email,2,app slow and buggy sometimes
1823,11367,2023-06-22,App Review,4,awesome app easy to use
1824,10583,2023-03-03,Email,3,login issue cant access account
1825,10394,2023-02-08,App Review,4,login issue cant access account
1826,11087,2023-02-27,Support Ticket,2,app slow and buggy sometimes
1827,12768,2023-04-09,Support Ticket,2,bad experience refund still not received
1828,10071,2023-02-13,Support Ticket,1,checkout page not loading
1829,10273,2023-01-29,Email,1,app slow and buggy sometimes
1830,12013,2023-02-28,App Review,2,everything works fine
1831,11343,2023-03-12,Email,1,refund pending from last week
1832,10337,2023-04-02,App Review,1,cant track my order properly
1833,11389,2023-01-09,Email,5,awesome app easy to use
1834,10606,2023-05-07,Email,1,customer service is terrible
1835,10165,2023-05-14,App Review,4,delivery was late and support not helpful
1836,11567,2023-06-06,App Review,2,bad experience refund still not received
1837,12058,2023-05-25,Support Ticket,5,checkout page not loading
1838,11324,2023-05-24,Support Ticket,3,order got cancelled automatically
1839,10728,2023-05-11,App Review,2,app slow and buggy sometimes
1840,12848,2023-01-21,App Review,3,support team resolved issue quickly
1841,12043,2023-03-05,App Review,2,awesome app easy to use
1842,10101,2023-03-31,Support Ticket,4,very smooth experience no issues
1843,11415,2023-02-05,App Review,1,support team resolved issue quickly
1844,10778,2023-03-03,Email,5,refund pending from last week
1845,10213,2023-06-19,App Review,3,cant track my order properly
1846,11111,2023-03-17,Email,2,too many ads now hate it
1847,11576,2023-06-19,App Review,4,everything works fine
1848,12448,2023-01-13,Email,2,bad experience refund still not received
1849,12635,2023-01-11,App Review,5,frustrating experience will uninstall
1850,12936,2023-02-23,Email,3,order got cancelled automatically
1851,11695,2023-01-16,App Review,4,everything works fine
1852,10591,2023-01-08,Email,1,love the app but payment failed twice
1853,11333,2023-04-14,Support Ticket,5,refund pending from last week
1854,11109,2023-02-28,App Review,4,order got cancelled automatically
1855,12139,2023-02-26,Support Ticket,1,cant track my order properly
1856,12720,2023-02-09,Email,1,support team resolved issue quickly
1857,10713,2023-05-10,App Review,2,App crashes again after update
1858,10935,2023-04-04,App Review,5,order got cancelled automatically
1859,11951,2023-05-18,App Review,2,customer service is terrible
1860,10241,2023-02-13,Email,3,checkout page not loading
1861,12043,2023-05-19,Email,1,delivery was late and support not helpful
1862,10001,2023-03-21,App Review,2,refund pending from last week
1863,12272,2023-03-22,Email,4,order got cancelled automatically
1864,12848,2023-01-02,Support Ticket,5,love the app but payment failed twice
1865,11768,2023-06-27,Support Ticket,3,delivery was late and support not helpful
1866,11949,2023-05-20,Email,5,price increased suddenly not fair
1867,12636,2023-04-25,Support Ticket,3,delivery was late and support not helpful
1868,12163,2023-03-31,Email,1,delivery was late and support not helpful
1869,10917,2023-01-23,App Review,2,support team resolved issue quickly
1870,12241,2023-05-26,Support Ticket,4,frustrating experience will uninstall
1871,12918,2023-03-03,App Review,5,too many ads now hate it
1872,10089,2023-04-23,App Review,5,very smooth experience no issues
1873,11709,2023-05-08,App Review,1,support team resolved issue quickly
1874,12169,2023-03-03,Support Ticket,1,login issue cant access account
1875,10142,2023-02-07,Support Ticket,1,very smooth experience no issues
1876,10105,2023-06-15,App Review,5,great service very happy
1877,10886,2023-03-02,App Review,5,customer service is terrible
1878,10427,2023-05-09,App Review,5,great service very happy
1879,11328,2023-06-22,Email,2,very smooth experience no issues
1880,11895,2023-06-05,App Review,3,frustrating experience will uninstall
1881,11994,2023-05-29,Email,3,support team resolved issue quickly
1882,10316,2023-05-02,App Review,2,login issue cant access account
1883,11986,2023-04-20,App Review,3,everything works fine
1884,10634,2023-01-13,App Review,1,frustrating experience will uninstall
1885,11925,2023-06-04,App Review,1,payment deducted but order failed
1886,12056,2023-04-10,Support Ticket,5,very smooth experience no issues
1887,12821,2023-05-15,App Review,5,love the app but payment failed twice
1888,12270,2023-01-22,App Review,3,order got cancelled automatically
1889,11439,2023-03-15,App Review,3,login issue cant access account
1890,10552,2023-05-12,App Review,2,app slow and buggy sometimes
1891,10715,2023-01-23,App Review,4,awesome app easy to use
1892,11287,2023-04-29,App Review,5,delivery was late and support not helpful
1893,11713,2023-03-11,Email,5,cant track my order properly
1894,11883,2023-03-25,Email,4,bad experience refund still not received
1895,11107,2023-04-11,App Review,1,checkout page not loading
1896,11341,2023-03-25,App Review,2,App crashes again after update
1897,10110,2023-06-10,Support Ticket,3,delivery was late and support not helpful
1898,10250,2023-01-28,App Review,2,delivery was late and support not helpful
1899,12430,2023-05-16,App Review,5,bad experience refund still not received
1900,12054,2023-01-01,App Review,2,love the app but payment failed twice
1901,10458,2023-06-14,App Review,1,order got cancelled automatically
1902,11107,2023-03-04,Email,2,refund pending from last week
1903,10207,2023-01-22,App Review,5,delivery was late and support not helpful
1904,10899,2023-03-11,Email,1,customer service is terrible
1905,10021,2023-05-05,App Review,4,payment deducted but order failed
1906,10409,2023-05-29,App Review,3,cant track my order properly
1907,10894,2023-04-06,Email,1,App crashes again after update
1908,10514,2023-06-12,App Review,3,delivery was late and support not helpful
1909,10808,2023-03-20,Email,4,delivery was late and support not helpful
1910,10873,2023-01-05,App Review,3,great service very happy
1911,10013,2023-03-01,Email,5,bad experience refund still not received
1912,10970,2023-04-30,App Review,2,very smooth experience no issues
1913,12134,2023-02-15,Support Ticket,1,love the app but payment failed twice
1914,12956,2023-06-27,App Review,5,frustrating experience will uninstall
1915,11560,2023-06-25,Support Ticket,2,app slow and buggy sometimes
1916,11324,2023-05-14,App Review,4,frustrating experience will uninstall
1917,11266,2023-02-25,Email,5,checkout page not loading
1918,12169,2023-04-20,App Review,2,app slow and buggy sometimes
1919,10749,2023-06-06,Support Ticket,4,App crashes again after update
1920,10684,2023-04-14,App Review,1,too many ads now hate it
1921,11927,2023-03-18,App Review,2,payment deducted but order failed
1922,12356,2023-05-26,App Review,1,delivery was late and support not helpful
1923,10694,2023-01-02,App Review,5,login issue cant access account
1924,12335,2023-01-08,App Review,1,frustrating experience will uninstall
1925,10306,2023-03-16,Support Ticket,4,checkout page not loading
1926,11989,2023-05-05,Support Ticket,5,everything works fine
1927,12961,2023-02-07,App Review,3,bad experience refund still not received
1928,10661,2023-06-25,Support Ticket,3,cant track my order properly
1929,10548,2023-01-27,Email,3,checkout page not loading
1930,10311,2023-01-20,App Review,2,frustrating experience will uninstall
1931,12920,2023-05-20,Email,3,cant track my order properly
1932,11082,2023-02-12,Email,4,everything works fine
1933,12971,2023-01-31,Support Ticket,5,order got cancelled automatically
1934,11737,2023-04-01,App Review,5,App crashes again after update
1935,10754,2023-03-02,Email,5,too many ads now hate it
1936,10034,2023-04-19,App Review,5,everything works fine
1937,10444,2023-04-01,App Review,3,frustrating experience will uninstall
1938,12140,2023-06-12,App Review,4,App crashes again after update
1939,11982,2023-04-05,Support Ticket,5,price increased suddenly not fair
1940,11230,2023-05-23,Support Ticket,2,order got cancelled automatically
1941,10352,2023-05-24,Email,5,awesome app easy to use
1942,10902,2023-01-13,Email,3,checkout page not loading
1943,11355,2023-04-23,App Review,4,login issue cant access account
1944,12909,2023-02-04,App Review,4,customer service is terrible
1945,11748,2023-05-29,App Review,5,login issue cant access account
1946,10158,2023-06-07,App Review,1,order got cancelled automatically
1947,11977,2023-02-17,Email,4,bad experience refund still not received
1948,10956,2023-02-04,Email,3,very smooth experience no issues
1949,12071,2023-03-27,App Review,2,cant track my order properly
1950,10403,2023-06-15,App Review,5,bad experience refund still not received
1951,12852,2023-06-08,App Review,4,App crashes again after update
1952,10515,2023-06-01,App Review,4,App crashes again after update
1953,12779,2023-04-24,Support Ticket,2,login issue cant access account
1954,11387,2023-06-26,Email,3,support team resolved issue quickly
1955,12579,2023-04-10,Support Ticket,4,App crashes again after update
